manufacturer_id,name,country,founded_year,number_of_employees,annual_revenue
2856,Iota Motors 2856,China,1987,32197,1.24
2857,Theta Motors 2857,India,2016,36791,79.05
2858,Epsilon Motors 2858,South Korea,1912,37027,0.86
2859,Eta Motors 2859,Germany,2001,40830,67.37
2860,Theta Motors 2860,USA,1976,41137,74.39
2861,Iota Motors 2861,Germany,1923,13451,80.17
2862,Theta Motors 2862,Japan,1911,10236,90.27
2863,Iota Motors 2863,Japan,1974,46649,43.24
2864,Zeta Motors 2864,UK,1988,35930,95.74
2865,Iota Motors 2865,France,2013,37718,104.33
2866,Gamma Motors 2866,Japan,1916,44347,95.27
2867,Kappa Motors 2867,India,1981,1358,92.57
2868,Alpha Motors 2868,France,1926,1508,27.39
2869,Zeta Motors 2869,Japan,2002,27422,118.78
2870,Zeta Motors 2870,France,1983,41774,46.88
2871,Kappa Motors 2871,South Korea,1910,17095,144.94
2872,Theta Motors 2872,China,2001,46341,95.28
2873,Gamma Motors 2873,Japan,2017,33804,106.42
2874,Zeta Motors 2874,China,1992,3299,12.48
2875,Delta Motors 2875,Brazil,2002,7703,131.13
2876,Beta Motors 2876,China,1922,33184,118.81
2877,Gamma Motors 2877,Italy,1908,41977,102.54
2878,Eta Motors 2878,China,1934,3674,116.07
2879,Gamma Motors 2879,Japan,1951,25510,109.0
2880,Gamma Motors 2880,Brazil,1957,272,76.09
2881,Delta Motors 2881,Germany,1974,43626,89.65
2882,Gamma Motors 2882,China,1921,44389,42.35
2883,Alpha Motors 2883,Germany,1950,5129,32.61
2884,Kappa Motors 2884,USA,1963,18649,126.83
2885,Eta Motors 2885,Japan,1992,49161,112.07
2886,Beta Motors 2886,China,1935,40356,144.79
2887,Zeta Motors 2887,Italy,1924,6991,11.05
2888,Beta Motors 2888,Brazil,1928,33894,1.26
2889,Eta Motors 2889,Brazil,1925,1419,60.5
2890,Delta Motors 2890,Germany,1972,15798,71.5
2891,Eta Motors 2891,USA,2018,33053,35.17
2892,Kappa Motors 2892,Italy,1950,6772,59.39
2893,Kappa Motors 2893,Germany,1939,21827,132.61
2894,Zeta Motors 2894,UK,1995,42698,26.9
2895,Beta Motors 2895,Italy,1925,13662,99.1
2896,Theta Motors 2896,Brazil,1988,34630,23.56
2897,Kappa Motors 2897,France,2012,7598,13.06
2898,Iota Motors 2898,South Korea,1929,26903,134.16
2899,Gamma Motors 2899,Germany,1964,26127,39.94
2900,Alpha Motors 2900,Japan,1969,12997,143.83
2901,Gamma Motors 2901,UK,1934,19907,149.38
2902,Gamma Motors 2902,India,1934,24197,16.58
2903,Theta Motors 2903,Japan,1952,49772,74.25
2904,Epsilon Motors 2904,France,1957,3514,22.91
2905,Zeta Motors 2905,Japan,1926,3593,106.84
2906,Alpha Motors 2906,USA,1978,47123,46.74
2907,Eta Motors 2907,Japan,1944,2369,50.37
2908,Zeta Motors 2908,China,1990,48838,9.73
2909,Epsilon Motors 2909,India,1962,19361,34.29
2910,Beta Motors 2910,Italy,1981,16462,8.8
2911,Iota Motors 2911,UK,1926,48471,129.93
2912,Zeta Motors 2912,France,1944,44499,87.71
2913,Eta Motors 2913,UK,2019,34803,43.61
2914,Delta Motors 2914,France,2016,16524,13.67
2915,Zeta Motors 2915,USA,2017,28691,50.68
2916,Theta Motors 2916,Brazil,1930,7963,146.79
2917,Beta Motors 2917,France,2002,7346,97.22
2918,Alpha Motors 2918,UK,1918,24105,75.5
2919,Delta Motors 2919,USA,1970,30573,140.4
2920,Eta Motors 2920,China,2016,29168,84.78
2921,Gamma Motors 2921,Germany,1948,27506,27.66
2922,Kappa Motors 2922,Germany,1966,31880,51.46
2923,Eta Motors 2923,Japan,1925,32844,76.65
2924,Epsilon Motors 2924,UK,2022,35870,90.35
2925,Gamma Motors 2925,USA,1952,32211,46.91
2926,Eta Motors 2926,Brazil,1915,21927,111.43
2927,Iota Motors 2927,France,1971,10174,93.13
2928,Kappa Motors 2928,France,1933,37336,109.42
2929,Kappa Motors 2929,USA,1914,37442,74.58
2930,Theta Motors 2930,Brazil,1974,16100,45.1
2931,Beta Motors 2931,Germany,2020,5633,111.48
2932,Alpha Motors 2932,Italy,1920,14770,140.5
2933,Delta Motors 2933,UK,1971,48385,127.57
2934,Gamma Motors 2934,South Korea,1995,8611,51.94
2935,Theta Motors 2935,UK,1943,27263,51.08
2936,Theta Motors 2936,France,1944,37611,85.7
2937,Iota Motors 2937,India,1949,25332,98.68
2938,Delta Motors 2938,Japan,1913,20924,27.08
2939,Alpha Motors 2939,Germany,1927,20555,65.91
2940,Theta Motors 2940,Germany,2010,9390,111.07
2941,Delta Motors 2941,South Korea,1990,7021,72.94
2942,Kappa Motors 2942,Italy,1933,15824,141.56
2943,Epsilon Motors 2943,France,1988,27386,75.17
2944,Kappa Motors 2944,Germany,2001,25402,102.63
2945,Iota Motors 2945,Brazil,1919,2343,1.56
2946,Kappa Motors 2946,Japan,1986,10598,22.15
2947,Iota Motors 2947,China,1960,20551,5.34
2948,Eta Motors 2948,USA,1932,46939,90.73
2949,Theta Motors 2949,China,1925,46315,86.0
2950,Zeta Motors 2950,Germany,2022,21419,144.55
2951,Zeta Motors 2951,France,1969,20050,119.19
2952,Epsilon Motors 2952,China,1912,21540,139.59
2953,Alpha Motors 2953,Brazil,1925,11422,49.1
2954,Gamma Motors 2954,Japan,1995,14955,72.73
2955,Beta Motors 2955,Japan,1917,16940,20.45
2956,Theta Motors 2956,South Korea,1917,23252,119.23
2957,Beta Motors 2957,Brazil,1921,49327,1.94
2958,Iota Motors 2958,UK,1987,15182,128.01
2959,Beta Motors 2959,Italy,2003,20336,18.66
2960,Kappa Motors 2960,Brazil,2013,32341,144.17
2961,Eta Motors 2961,India,1976,43257,16.53
2962,Alpha Motors 2962,Japan,1915,9743,125.07
2963,Iota Motors 2963,Germany,1905,44070,14.29
2964,Kappa Motors 2964,Italy,1972,22200,27.47
2965,Delta Motors 2965,South Korea,1993,2665,41.0
2966,Gamma Motors 2966,India,1948,14788,50.48
2967,Beta Motors 2967,USA,2012,9550,37.34
2968,Alpha Motors 2968,Germany,1932,18678,105.07
2969,Beta Motors 2969,Italy,2007,12606,31.58
2970,Delta Motors 2970,China,1940,1773,56.45
2971,Iota Motors 2971,China,1994,46087,125.43
2972,Alpha Motors 2972,France,1983,21496,110.01
2973,Eta Motors 2973,China,1937,2972,83.15
2974,Beta Motors 2974,UK,2012,20209,93.37
2975,Theta Motors 2975,Germany,1932,2904,30.07
2976,Iota Motors 2976,UK,1910,16142,76.27
2977,Gamma Motors 2977,France,1945,19103,118.7
2978,Kappa Motors 2978,India,1925,33234,115.95
2979,Iota Motors 2979,Brazil,1916,9880,18.65
2980,Beta Motors 2980,USA,1975,40970,3.11
2981,Theta Motors 2981,France,1955,25054,50.36
2982,Delta Motors 2982,France,1935,44311,53.98
2983,Eta Motors 2983,India,1989,20664,134.37
2984,Kappa Motors 2984,India,1920,33837,61.33
2985,Kappa Motors 2985,France,1942,40593,58.36
2986,Delta Motors 2986,USA,1986,3955,21.81
2987,Zeta Motors 2987,Brazil,1964,46202,133.72
2988,Zeta Motors 2988,Japan,1923,33303,51.6
2989,Iota Motors 2989,France,2000,24978,80.75
2990,Delta Motors 2990,Italy,1984,9292,27.27
2991,Delta Motors 2991,Germany,1900,40125,120.62
2992,Eta Motors 2992,South Korea,1933,9378,23.35
2993,Epsilon Motors 2993,Japan,1926,7829,62.31
2994,Iota Motors 2994,Germany,1956,3514,97.99
2995,Eta Motors 2995,France,1943,15066,50.91
2996,Gamma Motors 2996,Italy,1966,1003,41.9
2997,Theta Motors 2997,South Korea,1920,38328,94.95
2998,Iota Motors 2998,Italy,1922,17220,23.66
2999,Gamma Motors 2999,Brazil,2003,27558,13.24
3000,Theta Motors 3000,USA,1939,1590,93.11
3001,Eta Motors 3001,France,1908,17791,23.66
3002,Alpha Motors 3002,UK,1971,38063,110.05
3003,Beta Motors 3003,Brazil,1923,5727,11.03
3004,Epsilon Motors 3004,USA,2014,31827,23.06
3005,Eta Motors 3005,USA,1965,38030,63.07
3006,Alpha Motors 3006,USA,2008,8352,106.54
3007,Iota Motors 3007,France,1998,974,52.17
3008,Gamma Motors 3008,USA,1906,20724,144.22
3009,Theta Motors 3009,Germany,1907,11995,107.57
3010,Gamma Motors 3010,UK,1937,17709,80.81
3011,Iota Motors 3011,USA,1975,23111,27.41
3012,Beta Motors 3012,UK,1974,23458,18.53
3013,Iota Motors 3013,South Korea,1947,35794,71.71
3014,Kappa Motors 3014,France,1900,18765,102.69
3015,Iota Motors 3015,USA,1937,49055,38.86
3016,Alpha Motors 3016,France,1963,17629,144.54
3017,Zeta Motors 3017,India,2021,13534,54.22
3018,Eta Motors 3018,China,2016,38275,99.27
3019,Eta Motors 3019,UK,1922,5434,72.65
3020,Kappa Motors 3020,China,1937,6019,141.71
3021,Epsilon Motors 3021,India,1974,43900,107.23
3022,Kappa Motors 3022,UK,2003,34242,47.05
3023,Alpha Motors 3023,Italy,1943,21287,51.81
3024,Theta Motors 3024,Germany,1990,29113,99.46
3025,Eta Motors 3025,India,1929,10126,64.57
3026,Gamma Motors 3026,South Korea,1953,19190,59.52
3027,Zeta Motors 3027,Italy,1902,4689,12.12
3028,Eta Motors 3028,UK,1948,16845,49.01
3029,Eta Motors 3029,India,1947,42898,46.51
3030,Alpha Motors 3030,South Korea,1970,310,28.14
3031,Epsilon Motors 3031,Brazil,2014,22764,126.32
3032,Theta Motors 3032,Brazil,1993,21079,83.79
3033,Zeta Motors 3033,France,1968,29261,32.94
3034,Gamma Motors 3034,Italy,1971,27055,115.27
3035,Epsilon Motors 3035,Brazil,1908,35077,98.11
3036,Gamma Motors 3036,Brazil,2017,964,137.07
3037,Delta Motors 3037,France,1974,45548,10.56
3038,Theta Motors 3038,Germany,1920,25315,13.6
3039,Gamma Motors 3039,China,2008,22215,34.0
3040,Delta Motors 3040,Germany,2006,7293,97.08
3041,Eta Motors 3041,South Korea,2016,4578,130.79
3042,Beta Motors 3042,South Korea,1990,36008,31.9
3043,Kappa Motors 3043,Germany,2022,26120,122.75
3044,Eta Motors 3044,USA,1993,12297,93.71
3045,Eta Motors 3045,France,1958,29868,107.95
3046,Delta Motors 3046,Japan,1935,33289,137.39
3047,Theta Motors 3047,UK,2016,14021,20.83
3048,Eta Motors 3048,France,1930,39928,101.09
3049,Epsilon Motors 3049,China,2012,8624,97.53
3050,Iota Motors 3050,Brazil,1923,22181,53.7
3051,Beta Motors 3051,Japan,1979,7018,74.37
3052,Epsilon Motors 3052,Germany,1956,22754,17.08
3053,Alpha Motors 3053,UK,1984,48365,31.3
3054,Theta Motors 3054,India,1906,35874,54.54
3055,Beta Motors 3055,India,1979,41996,107.02
3056,Gamma Motors 3056,South Korea,1993,17654,127.58
3057,Kappa Motors 3057,China,1963,21995,68.1
3058,Zeta Motors 3058,France,1978,10368,80.57
3059,Epsilon Motors 3059,USA,1967,30853,112.8
3060,Theta Motors 3060,UK,1912,7314,147.6
3061,Eta Motors 3061,Italy,1986,6367,42.68
3062,Epsilon Motors 3062,Italy,1932,35066,63.46
3063,Iota Motors 3063,Germany,1990,20803,26.41
3064,Kappa Motors 3064,UK,2012,8087,102.78
3065,Kappa Motors 3065,Brazil,2009,26460,52.83
3066,Eta Motors 3066,Japan,1951,15706,95.81
3067,Beta Motors 3067,Japan,1926,6869,22.53
3068,Gamma Motors 3068,South Korea,1933,20337,98.22
3069,Zeta Motors 3069,UK,1952,466,110.33
3070,Gamma Motors 3070,China,1929,12268,78.42
3071,Iota Motors 3071,South Korea,1963,21786,57.21
3072,Epsilon Motors 3072,South Korea,1941,11822,27.98
3073,Iota Motors 3073,Germany,1915,24754,88.13
3074,Gamma Motors 3074,UK,1957,38946,40.05
3075,Iota Motors 3075,UK,1996,31501,129.15
3076,Iota Motors 3076,Japan,1985,44738,105.59
3077,Zeta Motors 3077,USA,2000,8033,87.82
3078,Eta Motors 3078,Japan,1945,42869,31.04
3079,Gamma Motors 3079,UK,1921,25499,87.78
3080,Zeta Motors 3080,India,1934,9060,33.43
3081,Epsilon Motors 3081,Germany,1924,46214,37.15
3082,Alpha Motors 3082,China,1928,37902,52.66
3083,Delta Motors 3083,India,2017,16902,8.86
3084,Delta Motors 3084,Germany,1993,28946,59.4
3085,Kappa Motors 3085,USA,1939,42480,129.07
3086,Gamma Motors 3086,Japan,1998,18292,67.73
3087,Eta Motors 3087,South Korea,1951,2215,67.51
3088,Gamma Motors 3088,Italy,1987,11932,100.97
3089,Gamma Motors 3089,Germany,1942,48373,133.52
3090,Gamma Motors 3090,France,1933,27740,18.87
3091,Zeta Motors 3091,South Korea,1934,2246,104.84
3092,Theta Motors 3092,China,2001,43992,20.46
3093,Alpha Motors 3093,China,2016,13398,66.43
3094,Delta Motors 3094,India,1917,22925,25.46
3095,Eta Motors 3095,Brazil,1903,34002,50.61
3096,Delta Motors 3096,Brazil,1932,26114,13.59
3097,Beta Motors 3097,Japan,1915,16845,93.06
3098,Epsilon Motors 3098,UK,1948,18726,15.87
3099,Beta Motors 3099,China,1930,18762,82.83
3100,Gamma Motors 3100,USA,1921,12060,57.89
3101,Theta Motors 3101,China,1984,25186,46.49
3102,Theta Motors 3102,USA,2016,8568,61.89
3103,Zeta Motors 3103,Japan,1953,20798,20.77
3104,Kappa Motors 3104,Brazil,1959,20453,31.91
3105,Theta Motors 3105,UK,2015,47264,115.26
3106,Epsilon Motors 3106,France,1918,11473,53.34
3107,Gamma Motors 3107,China,1915,11560,53.53
3108,Zeta Motors 3108,UK,1982,18368,74.64
3109,Delta Motors 3109,France,1964,33526,20.2
3110,Gamma Motors 3110,South Korea,1987,44832,50.69
3111,Gamma Motors 3111,France,1985,1860,118.69
3112,Gamma Motors 3112,USA,1929,25603,27.6
3113,Beta Motors 3113,Brazil,1976,24093,97.41
3114,Gamma Motors 3114,Brazil,1949,17017,35.23
3115,Epsilon Motors 3115,USA,2021,2911,53.13
3116,Kappa Motors 3116,USA,2001,31518,115.82
3117,Eta Motors 3117,Japan,1963,1284,19.12
3118,Zeta Motors 3118,Japan,1905,5414,111.7
3119,Alpha Motors 3119,UK,1942,31940,95.47
3120,Eta Motors 3120,Japan,1922,25192,3.96
3121,Epsilon Motors 3121,UK,1987,46094,49.77
3122,Kappa Motors 3122,USA,1993,671,3.7
3123,Epsilon Motors 3123,Japan,1960,22012,140.74
3124,Alpha Motors 3124,India,1986,35179,100.01
3125,Beta Motors 3125,South Korea,1981,7356,65.44
3126,Epsilon Motors 3126,Japan,2007,11900,58.91
3127,Alpha Motors 3127,Brazil,1940,12558,17.88
3128,Gamma Motors 3128,India,1976,17946,122.66
3129,Kappa Motors 3129,Brazil,1925,22848,109.23
3130,Iota Motors 3130,Brazil,1965,17314,72.72
3131,Beta Motors 3131,Germany,1917,46569,24.26
3132,Iota Motors 3132,Italy,1940,16701,101.98
3133,Iota Motors 3133,France,1911,39882,57.89
3134,Beta Motors 3134,South Korea,1998,76,8.51
3135,Beta Motors 3135,South Korea,1933,21234,22.39
3136,Theta Motors 3136,France,2000,45604,20.76
3137,Beta Motors 3137,Japan,1914,16816,94.82
3138,Eta Motors 3138,USA,1989,8598,120.06
3139,Eta Motors 3139,Japan,1947,9761,70.82
3140,Beta Motors 3140,Germany,2006,11435,29.57
3141,Delta Motors 3141,UK,1913,21806,67.5
3142,Zeta Motors 3142,India,2018,45632,46.63
3143,Eta Motors 3143,Brazil,1975,21957,60.12
3144,Iota Motors 3144,Italy,1974,19598,80.04
3145,Delta Motors 3145,Germany,1943,38319,100.89
3146,Eta Motors 3146,France,1925,27400,59.09
3147,Beta Motors 3147,France,1972,18150,136.51
3148,Kappa Motors 3148,USA,1932,49017,38.69
3149,Eta Motors 3149,Germany,1900,19190,39.92
3150,Epsilon Motors 3150,Italy,1967,40942,121.93
3151,Alpha Motors 3151,France,1971,40209,14.64
3152,Beta Motors 3152,France,1910,37523,55.55
3153,Beta Motors 3153,China,1987,44412,139.93
3154,Eta Motors 3154,UK,1924,13810,10.63
3155,Beta Motors 3155,Germany,1981,31890,118.38
3156,Alpha Motors 3156,Italy,1953,27223,43.04
3157,Epsilon Motors 3157,Brazil,1973,31998,63.06
3158,Beta Motors 3158,Italy,2008,40630,6.43
3159,Zeta Motors 3159,South Korea,2011,38989,16.7
3160,Beta Motors 3160,China,2018,44402,118.2
3161,Theta Motors 3161,South Korea,1952,45274,95.88
3162,Epsilon Motors 3162,USA,1902,38644,20.05
3163,Zeta Motors 3163,South Korea,2006,5909,26.67
3164,Iota Motors 3164,UK,2003,29739,41.75
3165,Iota Motors 3165,France,1964,17470,11.19
3166,Iota Motors 3166,India,1983,4069,22.34
3167,Gamma Motors 3167,Italy,1976,41867,39.77
3168,Delta Motors 3168,UK,1952,2212,100.34
3169,Kappa Motors 3169,China,2009,39339,26.85
3170,Epsilon Motors 3170,India,1913,27083,12.67
3171,Zeta Motors 3171,Brazil,1900,13313,120.75
3172,Zeta Motors 3172,South Korea,1915,39805,118.94
3173,Epsilon Motors 3173,Japan,1948,24563,12.72
3174,Epsilon Motors 3174,Brazil,1988,47498,49.47
3175,Eta Motors 3175,Germany,1927,38520,113.95
3176,Iota Motors 3176,India,1984,34336,105.47
3177,Gamma Motors 3177,China,1976,3302,60.28
3178,Delta Motors 3178,Brazil,2018,13418,145.81
3179,Beta Motors 3179,South Korea,2021,45663,26.97
3180,Gamma Motors 3180,Germany,1951,39352,132.24
3181,Beta Motors 3181,Germany,1935,17351,121.24
3182,Gamma Motors 3182,India,1963,35439,44.29
3183,Alpha Motors 3183,Germany,2004,48626,84.17
3184,Epsilon Motors 3184,UK,1980,2659,66.16
3185,Iota Motors 3185,Italy,1939,27486,10.97
3186,Delta Motors 3186,Brazil,1907,44893,26.68
3187,Epsilon Motors 3187,South Korea,1941,44751,124.96
3188,Zeta Motors 3188,UK,2001,33304,62.22
3189,Gamma Motors 3189,Japan,2001,6437,64.91
3190,Eta Motors 3190,Germany,1984,4426,16.27
3191,Zeta Motors 3191,Japan,1901,44122,71.37
3192,Theta Motors 3192,Germany,1985,19915,16.31
3193,Epsilon Motors 3193,USA,1989,6954,65.62
3194,Kappa Motors 3194,India,1959,29923,68.52
3195,Zeta Motors 3195,Italy,1934,8529,92.86
3196,Zeta Motors 3196,South Korea,2005,40903,120.74
3197,Delta Motors 3197,Japan,1937,35498,102.01
3198,Delta Motors 3198,India,1953,11463,95.29
3199,Gamma Motors 3199,UK,1947,12622,28.84
3200,Theta Motors 3200,Italy,1984,17082,99.91
3201,Eta Motors 3201,USA,1996,11516,63.17
3202,Theta Motors 3202,South Korea,1932,47430,66.71
3203,Gamma Motors 3203,France,1915,19011,119.98
3204,Gamma Motors 3204,Italy,2017,37243,42.63
3205,Delta Motors 3205,Japan,1990,24922,91.39
3206,Iota Motors 3206,UK,1993,47608,125.55
3207,Beta Motors 3207,Brazil,1989,18074,118.05
3208,Epsilon Motors 3208,South Korea,2000,24417,61.46
3209,Eta Motors 3209,Brazil,1974,21871,117.11
3210,Alpha Motors 3210,UK,1999,30228,133.17
3211,Epsilon Motors 3211,UK,1924,7277,89.66
3212,Theta Motors 3212,Brazil,1917,27133,84.47
3213,Zeta Motors 3213,China,1997,48036,117.08
3214,Beta Motors 3214,USA,1964,43529,96.34
3215,Delta Motors 3215,India,1964,5385,60.39
3216,Gamma Motors 3216,Germany,1920,36663,56.84
3217,Kappa Motors 3217,Brazil,1910,47364,142.89
3218,Alpha Motors 3218,Brazil,1973,41162,84.69
3219,Eta Motors 3219,India,1965,41307,38.97
3220,Theta Motors 3220,China,1925,48725,120.32
3221,Beta Motors 3221,China,1925,9424,144.81
3222,Delta Motors 3222,South Korea,1930,7084,18.47
3223,Theta Motors 3223,USA,1930,7213,90.85
3224,Gamma Motors 3224,Germany,1957,49831,24.84
3225,Beta Motors 3225,USA,2008,45141,84.37
3226,Kappa Motors 3226,Germany,1986,11362,137.12
3227,Delta Motors 3227,South Korea,1965,40126,5.26
3228,Iota Motors 3228,India,1999,39069,33.16
3229,Gamma Motors 3229,France,1928,30381,117.54
3230,Iota Motors 3230,India,1923,38695,6.28
3231,Theta Motors 3231,China,2007,26029,104.28
3232,Alpha Motors 3232,Germany,1933,14756,90.57
3233,Iota Motors 3233,USA,1997,27074,88.11
3234,Gamma Motors 3234,South Korea,1965,3243,112.72
3235,Beta Motors 3235,France,1964,36934,38.17
3236,Eta Motors 3236,UK,1983,33755,73.7
3237,Eta Motors 3237,Italy,1960,39855,71.2
3238,Eta Motors 3238,UK,1977,25021,49.07
3239,Eta Motors 3239,India,1943,6173,110.77
3240,Epsilon Motors 3240,Brazil,1970,26066,54.86
3241,Iota Motors 3241,India,1938,28533,14.25
3242,Iota Motors 3242,Japan,1959,17274,122.95
3243,Alpha Motors 3243,USA,1956,7923,7.24
3244,Eta Motors 3244,Italy,1952,43446,45.23
3245,Eta Motors 3245,USA,1916,47850,47.46
3246,Iota Motors 3246,USA,1919,25691,144.98
3247,Eta Motors 3247,UK,1963,43577,23.01
3248,Iota Motors 3248,USA,1909,45339,122.53
3249,Eta Motors 3249,USA,1924,45362,110.06
3250,Beta Motors 3250,Italy,1983,27086,112.16
3251,Kappa Motors 3251,Brazil,1988,11350,105.47
3252,Zeta Motors 3252,Brazil,1998,23136,140.9
3253,Beta Motors 3253,Germany,1944,25225,32.81
3254,Eta Motors 3254,Italy,1974,1670,36.79
3255,Delta Motors 3255,Germany,1952,27910,133.22
3256,Theta Motors 3256,Italy,1997,44830,118.93
3257,Zeta Motors 3257,USA,2020,40155,23.06
3258,Iota Motors 3258,India,1972,37545,128.97
3259,Delta Motors 3259,Germany,1964,22819,95.68
3260,Kappa Motors 3260,Italy,1968,45574,92.46
3261,Kappa Motors 3261,USA,1960,6788,101.13
3262,Beta Motors 3262,South Korea,1923,27486,16.29
3263,Theta Motors 3263,South Korea,1907,15963,69.48
3264,Alpha Motors 3264,Germany,1924,44735,75.44
3265,Beta Motors 3265,Germany,1926,2402,134.91
3266,Delta Motors 3266,Brazil,1997,47000,87.33
3267,Epsilon Motors 3267,Brazil,1972,14351,68.99
3268,Epsilon Motors 3268,France,2017,19150,12.31
3269,Zeta Motors 3269,UK,2012,9248,45.91
3270,Kappa Motors 3270,Italy,1937,34092,80.31
3271,Kappa Motors 3271,Italy,1932,39286,51.7
3272,Theta Motors 3272,Brazil,2007,11357,134.65
3273,Delta Motors 3273,Japan,1993,34538,60.88
3274,Beta Motors 3274,Brazil,1905,42789,73.61
3275,Delta Motors 3275,Brazil,1977,3254,35.86
3276,Eta Motors 3276,India,1935,40138,15.82
3277,Beta Motors 3277,Italy,2022,37704,116.11
3278,Beta Motors 3278,France,1996,2482,44.01
3279,Delta Motors 3279,Japan,1985,11214,42.66
3280,Zeta Motors 3280,France,1940,7090,68.66
3281,Theta Motors 3281,UK,2005,24443,126.95
3282,Delta Motors 3282,South Korea,1955,23991,20.27
3283,Alpha Motors 3283,India,1905,41698,49.37
3284,Eta Motors 3284,Germany,1909,1842,135.77
3285,Eta Motors 3285,Italy,1903,5311,24.77
3286,Theta Motors 3286,South Korea,1971,24055,66.27
3287,Epsilon Motors 3287,South Korea,2002,27544,63.44
3288,Delta Motors 3288,Japan,1982,14252,87.62
3289,Alpha Motors 3289,France,1990,20949,38.9
3290,Kappa Motors 3290,Italy,1909,34490,112.3
3291,Zeta Motors 3291,UK,2006,49285,55.24
3292,Beta Motors 3292,Japan,1907,7295,26.55
3293,Zeta Motors 3293,Germany,1908,35146,27.73
3294,Theta Motors 3294,Germany,1917,26612,68.79
3295,Iota Motors 3295,France,1986,32994,69.24
3296,Alpha Motors 3296,China,1901,13458,138.6
3297,Beta Motors 3297,India,1948,9341,120.27
3298,Epsilon Motors 3298,Brazil,1900,861,36.32
3299,Beta Motors 3299,Japan,1994,21195,107.19
3300,Beta Motors 3300,Brazil,2001,19819,54.61
3301,Delta Motors 3301,China,1988,10018,149.4
3302,Eta Motors 3302,Japan,1972,7191,7.5
3303,Kappa Motors 3303,China,1958,1998,136.02
3304,Beta Motors 3304,Japan,2016,33015,7.84
3305,Alpha Motors 3305,South Korea,1945,4679,42.72
3306,Zeta Motors 3306,Italy,1982,4049,82.75
3307,Eta Motors 3307,Brazil,1950,3416,125.06
3308,Eta Motors 3308,Italy,1961,36197,128.67
3309,Kappa Motors 3309,France,1988,16553,38.44
3310,Iota Motors 3310,India,1966,12946,35.48
3311,Delta Motors 3311,South Korea,1958,42660,117.75
3312,Theta Motors 3312,France,1995,40812,139.05
3313,Theta Motors 3313,China,1950,22561,51.07
3314,Eta Motors 3314,France,2019,32449,129.64
3315,Eta Motors 3315,South Korea,1907,8564,51.27
3316,Delta Motors 3316,Germany,1914,21795,50.62
3317,Theta Motors 3317,Germany,1950,22025,52.67
3318,Epsilon Motors 3318,France,2018,6233,64.42
3319,Zeta Motors 3319,Brazil,1909,23649,36.81
3320,Alpha Motors 3320,South Korea,2013,34243,43.47
3321,Theta Motors 3321,Italy,1970,28227,128.11
3322,Beta Motors 3322,China,2010,27670,78.1
3323,Delta Motors 3323,USA,1915,37072,125.7
3324,Zeta Motors 3324,USA,1966,40294,23.45
3325,Kappa Motors 3325,USA,1981,40858,133.11
3326,Alpha Motors 3326,France,1965,42484,52.08
3327,Eta Motors 3327,USA,1964,5965,0.67
3328,Iota Motors 3328,China,2002,8445,70.72
3329,Eta Motors 3329,Italy,1965,38570,145.5
3330,Eta Motors 3330,India,1975,34548,13.36
3331,Eta Motors 3331,India,1927,26533,96.81
3332,Theta Motors 3332,UK,1963,39138,109.06
3333,Kappa Motors 3333,China,1990,35339,64.46
3334,Gamma Motors 3334,USA,1910,3452,98.41
3335,Zeta Motors 3335,South Korea,1959,32721,131.12
3336,Delta Motors 3336,Italy,1912,44699,24.92
3337,Beta Motors 3337,Japan,1971,12230,90.7
3338,Iota Motors 3338,India,2006,20100,48.97
3339,Delta Motors 3339,South Korea,2018,35810,127.92
3340,Delta Motors 3340,South Korea,1935,42501,29.5
3341,Kappa Motors 3341,India,2008,39950,74.51
3342,Gamma Motors 3342,Japan,2013,13265,26.94
3343,Zeta Motors 3343,Brazil,1920,43450,37.5
3344,Beta Motors 3344,Germany,1965,18622,71.4
3345,Epsilon Motors 3345,China,1934,37456,5.14
3346,Iota Motors 3346,China,1985,38479,69.93
3347,Beta Motors 3347,South Korea,1974,26945,75.79
3348,Alpha Motors 3348,Germany,2007,35726,137.45
3349,Gamma Motors 3349,South Korea,2017,44558,131.02
3350,Beta Motors 3350,China,1976,26733,72.38
3351,Gamma Motors 3351,Japan,2017,40576,8.95
3352,Beta Motors 3352,Italy,1917,28587,8.34
3353,Eta Motors 3353,China,2007,29030,55.95
3354,Beta Motors 3354,Japan,1945,29361,122.86
3355,Kappa Motors 3355,India,1900,5083,119.42
3356,Kappa Motors 3356,UK,2002,46190,50.96
3357,Theta Motors 3357,China,1936,11729,108.3
3358,Zeta Motors 3358,Japan,2019,30988,71.91
3359,Epsilon Motors 3359,UK,1962,45245,9.99
3360,Alpha Motors 3360,USA,1999,10279,78.48
3361,Alpha Motors 3361,Brazil,1966,41336,105.35
3362,Gamma Motors 3362,South Korea,1981,31041,131.89
3363,Delta Motors 3363,China,2016,8704,61.32
3364,Theta Motors 3364,France,1955,29691,110.62
3365,Gamma Motors 3365,Brazil,2007,31224,51.96
3366,Delta Motors 3366,Germany,1916,43889,82.2
3367,Kappa Motors 3367,USA,1971,19534,149.51
3368,Kappa Motors 3368,USA,1979,15117,75.65
3369,Kappa Motors 3369,Japan,1953,19696,136.55
3370,Zeta Motors 3370,Brazil,2013,4708,38.38
3371,Beta Motors 3371,Brazil,1932,38741,62.91
3372,Eta Motors 3372,France,1944,37066,27.94
3373,Alpha Motors 3373,Japan,1949,12120,31.11
